FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,Luxembourg,Belgium,2022-01-07 04:22:09,50.0547,5.4677,57996,0,,,"Luxembourg, Belgium",20375.353958361145,0.0
,,Namur,Belgium,2022-01-07 04:22:09,50.331,4.8221,103995,0,,,"Namur, Belgium",21037.77878925808,0.0
,,Unknown,Belgium,2022-01-07 04:22:09,,,36730,28446,,,"Unknown, Belgium",,77.44622924040294
,,Walloon Brabant,Belgium,2022-01-07 04:22:09,50.4,4.35,85589,0,,,"Walloon Brabant, Belgium",21206.44501101341,0.0
,,West Flanders,Belgium,2022-01-07 04:22:09,51.0536,3.1458,224884,0,,,"West Flanders, Belgium",18806.217782966327,0.0
,,,Belize,2022-01-07 04:22:09,17.1899,-88.4976,35206,605,,,Belize,8854.160117297628,1.7184570811793445
,,,Benin,2022-01-07 04:22:09,9.3077,2.3158,25522,161,,,Benin,210.52200912663474,0.6308283049917718
,,,Bhutan,2022-01-07 04:22:09,27.5142,90.4336,2671,3,,,Bhutan,346.1584319580308,0.11231748408835641
,,,Bolivia,2022-01-07 04:22:09,-16.2902,-63.5887,641817,19848,,,Bolivia,5498.290118186121,3.092470283585508
,,,Bosnia and Herzegovina,2022-01-07 04:22:09,43.9159,17.6791,297333,13568,,,Bosnia and Herzegovina,9062.77860836408,4.563233815284546
,,,Botswana,2022-01-07 04:22:09,-22.3285,24.6849,229855,2475,,,Botswana,9774.305001860415,1.0767657871266667
,,Acre,Brazil,2022-01-07 04:22:09,-9.0238,-70.812,88395,1852,,,"Acre, Brazil",10022.84748876051,2.095141127891849
,,Alagoas,Brazil,2022-01-07 04:22:09,-9.5713,-36.782,242165,6383,,,"Alagoas, Brazil",7256.191051781395,2.63580616521793
,,Amapa,Brazil,2022-01-07 04:22:09,0.902,-52.003,127147,2023,,,"Amapa, Brazil",15033.976524450445,1.591071751594611
,,Amazonas,Brazil,2022-01-07 04:22:09,-3.4168,-65.8561,434142,13838,,,"Amazonas, Brazil",10474.890562339355,3.18743636874571
,,Bahia,Brazil,2022-01-07 04:22:09,-12.5797,-41.7007,1271962,27538,,,"Bahia, Brazil",8552.11811096893,2.16500178464451
,,Ceara,Brazil,2022-01-07 04:22:09,-5.4984,-39.3206,957498,24823,,,"Ceara, Brazil",10484.995857459824,2.5924858328685803
,,Distrito Federal,Brazil,2022-01-07 04:22:09,-15.7998,-47.8645,521140,11112,,,"Distrito Federal, Brazil",17283.372489609552,2.1322485320643207
,,Espirito Santo,Brazil,2022-01-07 04:22:09,-19.1834,-40.3089,631039,13337,,,"Espirito Santo, Brazil",15702.760877409082,2.1134985317864663
,,Goias,Brazil,2022-01-07 04:22:09,-15.827,-49.8362,948625,24699,,,"Goias, Brazil",13516.345855452715,2.6036631967321124
,,Maranhao,Brazil,2022-01-07 04:22:09,-4.9609,-45.2744,370908,10384,,,"Maranhao, Brazil",5242.381785003097,2.799616077302188
,,Mato Grosso,Brazil,2022-01-07 04:22:09,-12.6819,-56.9211,559043,14069,,,"Mato Grosso, Brazil",16043.86439701234,2.5166221560774393
,,Mato Grosso do Sul,Brazil,2022-01-07 04:22:09,-20.7722,-54.7852,380820,9733,,,"Mato Grosso do Sul, Brazil",13703.559499759984,2.555800640722651
,,Minas Gerais,Brazil,2022-01-07 04:22:09,-18.5122,-44.555,2228574,56683,,,"Minas Gerais, Brazil",10527.639485882779,2.543465013950625
,,Para,Brazil,2022-01-07 04:22:09,-1.9981,-54.9306,626701,17108,,,"Para, Brazil",7284.794077321915,2.729850439045095
,,Paraiba,Brazil,2022-01-07 04:22:09,-7.24,-36.782,464629,9600,,,"Paraiba, Brazil",11563.322911396279,2.0661646173613786
,,Parana,Brazil,2022-01-07 04:22:09,-25.2521,-52.0215,1602747,40900,,,"Parana, Brazil",14017.430710995328,2.551868760322122
,,Pernambuco,Brazil,2022-01-07 04:22:09,-8.8137,-36.9541,646276,20473,,,"Pernambuco, Brazil",6762.281037778205,3.1678416032778567
,,Piaui,Brazil,2022-01-07 04:22:09,-7.7183,-42.7289,334606,7283,,,"Piaui, Brazil",10222.511301538208,2.1765897802191234
,,Rio Grande do Norte,Brazil,2022-01-07 04:22:09,-5.4026,-36.9541,387919,7577,,,"Rio Grande do Norte, Brazil",11061.741110904848,1.953242816154919
,,Rio Grande do Sul,Brazil,2022-01-07 04:22:09,-30.0346,-51.2177,1509873,36460,,,"Rio Grande do Sul, Brazil",13270.996592406997,2.4147726331949775
,,Rio de Janeiro,Brazil,2022-01-07 04:22:09,-22.9068,-43.1729,1359403,69513,,,"Rio de Janeiro, Brazil",7873.776357095418,5.1134946737648805
,,Rondonia,Brazil,2022-01-07 04:22:09,-11.5057,-63.5806,285037,6745,,,"Rondonia, Brazil",16038.318164554292,2.3663594550882867
,,Roraima,Brazil,2022-01-07 04:22:09,-2.7376,-62.0751,129220,2078,,,"Roraima, Brazil",21331.845397772388,1.6081101996594955
,,Santa Catarina,Brazil,2022-01-07 04:22:09,-27.2423,-50.2189,1246583,20198,,,"Santa Catarina, Brazil",17398.742293561234,1.6202691677970902
,,Sao Paulo,Brazil,2022-01-07 04:22:09,-23.5505,-46.6333,4458689,155242,,,"Sao Paulo, Brazil",9709.8896799888,3.481785789500008
,,Sergipe,Brazil,2022-01-07 04:22:09,-10.5741,-37.3857,278557,6059,,,"Sergipe, Brazil",12118.044317299895,2.175138302035131
,,Tocantins,Brazil,2022-01-07 04:22:09,-10.1753,-48.2982,236554,3944,,,"Tocantins, Brazil",15039.679158936617,1.6672725889226139
,,,Brunei,2022-01-07 04:22:09,4.5353,114.7277,15532,98,,,Brunei,3550.3093834503284,0.6309554468194695
,,,Bulgaria,2022-01-07 04:22:09,42.7339,25.4858,770001,31375,,,Bulgaria,11081.630494304842,4.074670032896061
,,,Burkina Faso,2022-01-07 04:22:09,12.2383,-1.5616,18637,333,,,Burkina Faso,89.15826503383823,1.7867682566936738
,,,Burma,2022-01-07 04:22:09,21.9162,95.956,531624,19284,,,Burma,977.0740907418248,3.627375739244278
,,,Burundi,2022-01-07 04:22:09,-3.3731,29.9189,33551,38,,,Burundi,282.1597673020805,0.11326040952579655
,,,Cabo Verde,2022-01-07 04:22:09,16.5388,-23.0418,47376,358,,,Cabo Verde,8521.047216846408,0.7556568726781493
,,,Cambodia,2022-01-07 04:22:09,11.55,104.9167,120553,3015,,,Cambodia,721.0551414916624,2.5009746750391946
,,,Cameroon,2022-01-07 04:22:09,3.8480000000000003,11.5021,109367,1851,,,Cameroon,411.9926177577042,1.6924666489891833
,,Alberta,Canada,2022-01-07 04:22:09,53.9333,-116.5765,388995,3336,,,"Alberta, Canada",8814.460251258399,0.8575945706243011
,,British Columbia,Canada,2022-01-07 04:22:09,53.7267,-127.6476,273731,2430,,,"British Columbia, Canada",5355.809926085672,0.8877328472113133
,,Diamond Princess,Canada,2020-12-21 13:27:30,,,0,1,,,"Diamond Princess, Canada",,
,,Grand Princess,Canada,2020-12-21 13:27:30,,,13,0,,,"Grand Princess, Canada",,0.0
,,Manitoba,Canada,2022-01-07 04:22:09,53.7609,-98.8139,91587,1408,,,"Manitoba, Canada",6648.7019760917665,1.5373360848155306
,,New Brunswick,Canada,2022-01-07 04:22:09,46.5653,-66.4619,19017,169,,,"New Brunswick, Canada",2438.0988034508,0.8886785507703634
,,Newfoundland and Labrador,Canada,2022-01-07 04:22:09,53.1355,-57.6604,7057,20,,,"Newfoundland and Labrador, Canada",1353.5622836208795,0.28340654669122856
,,Northwest Territories,Canada,2022-01-07 04:22:09,64.8255,-124.8457,2652,12,,,"Northwest Territories,Canada",5905.932656333512,0.45248868778280543
,,Nova Scotia,Canada,2022-01-07 04:22:09,44.681999999999995,-63.7443,22520,111,,,"Nova Scotia, Canada",2303.9376668231953,0.4928952042628774
,,Nunavut,Canada,2022-01-07 04:22:09,70.2998,-83.1076,942,4,,,"Nunavut, Canada",2429.0871583290354,0.42462845010615713
,,Ontario,Canada,2022-01-07 04:22:09,51.2538,-85.3232,857050,10335,,,"Ontario, Canada",5825.58508878605,1.2058806370690158
,,Prince Edward Island,Canada,2022-01-07 04:22:09,46.5107,-63.4168,1862,0,,,"Prince Edward Island, Canada",1177.3037089492786,0.0
,,Quebec,Canada,2022-01-07 04:22:09,52.9399,-73.5491,680307,11846,,,"Quebec, Canada",7968.294408992426,1.7412726901237237
,,Repatriated Travellers,Canada,2022-01-07 04:22:09,,,13,0,,,"Repatriated Travellers, Canada",,0.0
,,Saskatchewan,Canada,2022-01-07 04:22:09,52.9399,-106.4509,88638,961,,,"Saskatchewan, Canada",7501.1043729784915,1.0841851124799746
,,Yukon,Canada,2022-01-07 04:22:09,64.2823,-135.0,2084,15,,,"Yukon, Canada",5073.275232484541,0.7197696737044146
,,,Central African Republic,2022-01-07 04:22:09,6.6111,20.9394,12454,101,,,Central African Republic,257.85939023107545,0.8109844226754457
,,,Chad,2022-01-07 04:22:09,15.4542,18.7322,6185,184,,,Chad,37.65404293315802,2.974939369442199
,,Antofagasta,Chile,2022-01-07 04:22:09,-23.6509,-70.3975,67403,1289,,,"Antofagasta, Chile",11094.523104879729,1.9123777873388426
,,Araucania,Chile,2022-01-07 04:22:09,-38.9489,-72.3311,104772,1563,,,"Araucania, Chile",10945.400449633524,1.4918107891421373
,,Arica y Parinacota,Chile,2022-01-07 04:22:09,-18.594,-69.4785,29398,546,,,"Arica y Parinacota, Chile",13004.051878195942,1.8572692019865298
,,Atacama,Chile,2022-01-07 04:22:09,-27.5661,-70.0503,30979,383,,,"Atacama, Chile",10721.454676338668,1.2363213789986764
,,Aysen,Chile,2022-01-07 04:22:09,-45.9864,-73.7669,10377,99,,,"Aysen, Chile",10059.32647007503,0.9540329575021682
,,Biobio,Chile,2022-01-07 04:22:09,-37.4464,-72.1416,168691,2856,,,"Biobio, Chile",10835.718025057731,1.6930363801269777
,,Coquimbo,Chile,2022-01-07 04:22:09,-29.959,-71.3389,55132,1100,,,"Coquimbo, Chile",7277.325610557747,1.9952114924181963
,,Los Lagos,Chile,2022-01-07 04:22:09,-41.9198,-72.1416,99921,1522,,,"Los Lagos, Chile",12057.443635152551,1.5232033306311987
,,Los Rios,Chile,2022-01-07 04:22:09,-40.231,-72.3311,54136,728,,,"Los Rios, Chile",14067.25444798707,1.3447613418058224
,,Magallanes,Chile,2022-01-07 04:22:09,-52.368,-70.9863,30392,508,,,"Magallanes, Chile",18249.836368767752,1.6714924980257964
,,Maule,Chile,2022-01-07 04:22:09,-35.5183,-71.6885,110046,1869,,,"Maule, Chile",10531.22158954974,1.6983806771713648
,,Metropolitana,Chile,2022-01-07 04:22:09,-33.4376,-70.6505,757307,19962,,,"Metropolitana, Chile",10647.0890258812,2.6359191186665383
,,Nuble,Chile,2022-01-07 04:22:09,-36.7226,-71.7622,39669,678,,,"Nuble, Chile",8253.90286074543,1.7091431596460713
,,OHiggins,Chile,2022-01-07 04:22:09,-34.5755,-71.0022,73408,1631,,,"OHiggins, Chile",8026.6359048936365,2.221828683522232
,,Tarapaca,Chile,2022-01-07 04:22:09,-19.9232,-69.5132,46450,830,,,"Tarapaca, Chile",14051.996926409285,1.7868675995694294
,,Unknown,Chile,2022-01-07 04:22:09,,,45,0,,,"Unknown, Chile",,0.0
,,Valparaiso,Chile,2022-01-07 04:22:09,-33.0472,-71.6127,139174,3643,,,"Valparaiso, Chile",7664.180115446758,2.6175866181901792
,,Anhui,China,2022-01-07 04:22:09,31.8257,117.2264,1009,6,,,"Anhui, China",1.5955091714104996,0.5946481665014867
,,Beijing,China,2022-01-07 04:22:09,40.1824,116.4142,1217,9,,,"Beijing, China",5.649953574744661,0.7395234182415776
,,Chongqing,China,2022-01-07 04:22:09,30.0572,107.874,611,6,,,"Chongqing, China",1.9696969696969693,0.9819967266775778
,,Fujian,China,2022-01-07 04:22:09,26.0789,117.9874,1397,1,,,"Fujian, China",3.5447855874143617,0.07158196134574088
,,Gansu,China,2022-01-07 04:22:09,35.7518,104.2861,356,2,,,"Gansu, China",1.3500189609404627,0.5617977528089888
,,Guangdong,China,2022-01-07 04:22:09,23.3417,113.4244,3512,8,,,"Guangdong, China",3.0953640049356603,0.22779043280182232
,,Guangxi,China,2022-01-07 04:22:09,23.8298,108.7881,656,2,,,"Guangxi, China",1.3317092976045473,0.3048780487804878
,,Guizhou,China,2022-01-07 04:22:09,26.8154,106.8748,160,2,,,"Guizhou, China",0.4444444444444444,1.25
,,Hainan,China,2022-01-07 04:22:09,19.1959,109.7453,190,6,,,"Hainan, China",2.0342612419700212,3.1578947368421053
,,Hebei,China,2022-01-07 04:22:09,37.8957,114.9042,1458,7,,,"Hebei, China",1.9295923769190049,0.48010973936899864
,,Heilongjiang,China,2022-01-07 04:22:09,47.861999999999995,127.7615,2035,13,,,"Heilongjiang, China",5.393586005830903,0.6388206388206388
,,Henan,China,2022-01-07 04:22:09,33.882,113.61399999999999,1777,22,,,"Henan, China",1.8500780843310776,1.2380416432189083
,,Hong Kong,China,2022-01-07 04:22:09,22.3,114.2,12732,213,,,"Hong Kong, China",169.8282030063273,1.6729500471253533
,,Hubei,China,2022-01-07 04:22:09,30.9756,112.2707,68320,4512,,,"Hubei, China",115.4639175257732,6.604215456674473
,,Hunan,China,2022-01-07 04:22:09,27.6104,111.7088,1225,4,,,"Hunan, China",1.7756196550224668,0.32653061224489793
,,Inner Mongolia,China,2022-01-07 04:22:09,44.0935,113.9448,1191,1,,,"Inner Mongolia, China",4.700078926598263,0.08396305625524769
,,Jiangsu,China,2022-01-07 04:22:09,32.9711,119.455,1627,0,,,"Jiangsu, China",2.0208669730468265,0.0
,,Jiangxi,China,2022-01-07 04:22:09,27.614,115.7221,959,1,,,"Jiangxi, China",2.0632530120481927,0.10427528675703858
,,Jilin,China,2022-01-07 04:22:09,43.6661,126.1923,590,3,,,"Jilin, China",2.1819526627218937,0.5084745762711864
,,Liaoning,China,2022-01-07 04:22:09,41.2956,122.6085,798,2,,,"Liaoning, China",1.8306951135581555,0.2506265664160401
,,Macau,China,2022-01-07 04:22:09,22.1667,113.55,79,0,,,"Macau, China",12.166162053278553,0.0
,,Ningxia,China,2022-01-07 04:22:09,37.2692,106.1655,122,0,,,"Ningxia, China",1.7732558139534884,0.0
,,Qinghai,China,2022-01-07 04:22:09,35.7452,95.9956,30,0,,,"Qinghai, China",0.4975124378109453,0.0
,,Shaanxi,China,2022-01-07 04:22:09,35.1917,108.8701,2686,3,,,"Shaanxi, China",6.951345755693581,0.11169024571854058
,,Shandong,China,2022-01-07 04:22:09,36.3427,118.1498,1049,7,,,"Shandong, China",1.044092764009157,0.667302192564347
,,Shanghai,China,2022-01-07 04:22:09,31.201999999999998,121.4491,3237,7,,,"Shanghai, China",13.353960396039605,0.2162496138399753
,,Shanxi,China,2022-01-07 04:22:09,37.5777,112.2922,266,0,,,"Shanxi, China",0.7154384077461,0.0
,,Sichuan,China,2022-01-07 04:22:09,30.6171,102.7103,1332,3,,,"Sichuan, China",1.596930823642249,0.22522522522522523
,,Tianjin,China,2022-01-07 04:22:09,39.3054,117.323,615,3,,,"Tianjin, China",3.9423076923076934,0.4878048780487805
,,Tibet,China,2022-01-07 04:22:09,31.6927,88.0924,1,0,,,"Tibet, China",0.02906976744186046,0.0
,,Unknown,China,2022-01-07 04:22:09,,,0,0,,,"Unknown, China",,
,,Xinjiang,China,2022-01-07 04:22:09,41.1129,85.2401,981,3,,,"Xinjiang, China",3.9445114595898674,0.3058103975535168
,,Yunnan,China,2022-01-07 04:22:09,24.974,101.48700000000001,1826,2,,,"Yunnan, China",3.780538302277433,0.10952902519167579
,,Zhejiang,China,2022-01-07 04:22:09,29.1832,120.0934,2062,1,,,"Zhejiang, China",3.594213003311837,0.04849660523763336
,,Amazonas,Colombia,2022-01-07 04:22:09,-1.4429,-71.5724,7095,259,,,"Amazonas, Colombia",9263.732389768766,3.6504580690627204
,,Antioquia,Colombia,2022-01-07 04:22:09,7.1986,-75.3412,814367,16952,,,"Antioquia, Colombia",12710.379825387517,2.08161676492294
,,Arauca,Colombia,2022-01-07 04:22:09,7.0762,-70.7105,14567,486,,,"Arauca, Colombia",5556.233646356999,3.336308093636301
,,Atlantico,Colombia,2022-01-07 04:22:09,10.6966,-74.8741,347325,9752,,,"Atlantico, Colombia",13698.389716968964,2.8077449075073777
,,Bolivar,Colombia,2022-01-07 04:22:09,8.6704,-74.03,165379,3054,,,"Bolivar, Colombia",7988.899140625377,1.8466673519612526
,,Boyaca,Colombia,2022-01-07 04:22:09,5.4545,-73.362,108502,2587,,,"Boyaca, Colombia",8912.776332045318,2.3842878472286224
,,Caldas,Colombia,2022-01-07 04:22:09,5.2983,-75.2479,102827,2295,,,"Caldas, Colombia",10300.674677311908,2.2319040718877337
,,Capital District,Colombia,2022-01-07 04:22:09,4.711,-74.0721,1499738,27741,,,"Capital District, Colombia",20232.372973137783,1.8497230849655073
,,Caqueta,Colombia,2022-01-07 04:22:09,0.8699,-73.8419,23191,945,,,"Caqueta, Colombia",5776.24791712849,4.074856625415031
,,Casanare,Colombia,2022-01-07 04:22:09,5.7589,-71.5724,36350,941,,,"Casanare, Colombia",8644.38863839583,2.5887207702888584
,,Cauca,Colombia,2022-01-07 04:22:09,2.705,-76.82600000000002,58725,1601,,,"Cauca, Colombia",4009.933847187549,2.726266496381439
,,Cesar,Colombia,2022-01-07 04:22:09,9.3373,-73.6536,93755,2567,,,"Cesar, Colombia",7809.181274956813,2.7379873073436083
,,Choco,Colombia,2022-01-07 04:22:09,5.2528,-76.82600000000002,16689,404,,,"Choco, Colombia",3120.454129006443,2.420756186709809
,,Cordoba,Colombia,2022-01-07 04:22:09,8.0493,-75.574,105584,3744,,,"Cordoba, Colombia",5915.789202384828,3.545991816941961
,,Cundinamarca,Colombia,2022-01-07 04:22:09,5.026,-74.03,270619,6866,,,"Cundinamarca, Colombia",9270.758394825732,2.537146320103171
,,Guainia,Colombia,2022-01-07 04:22:09,2.5854,-68.5247,2581,35,,,"Guainia, Colombia",5364.343018664005,1.3560635412630764
,,Guaviare,Colombia,2022-01-07 04:22:09,1.0654,-73.2603,5197,97,,,"Guaviare, Colombia",6279.072577234889,1.866461420050029
,,Huila,Colombia,2022-01-07 04:22:09,2.5359,-75.5277,90474,3201,,,"Huila, Colombia",8222.023907974111,3.5380330260627364
,,La Guajira,Colombia,2022-01-07 04:22:09,11.3548,-72.5205,47431,1449,,,"La Guajira, Colombia",5386.458617243572,3.0549640530454765
,,Magdalena,Colombia,2022-01-07 04:22:09,10.4113,-74.4057,102166,3491,,,"Magdalena, Colombia",7614.406899666554,3.416988039073664
,,Meta,Colombia,2022-01-07 04:22:09,3.272,-73.0877,91596,2309,,,"Meta, Colombia",8809.662582882733,2.520852438971134
,,Narino,Colombia,2022-01-07 04:22:09,1.2892,-77.3579,92022,3050,,,"Narino, Colombia",5643.471818824083,3.3144248114581294
,,Norte de Santander,Colombia,2022-01-07 04:22:09,7.9463,-72.8988,102864,4724,,,"Norte de Santander, Colombia",6895.807370034907,4.592471613003577
,,Putumayo,Colombia,2022-01-07 04:22:09,0.436,-75.5277,18042,719,,,"Putumayo, Colombia",5181.772751032506,3.985145770978827
,,Quindio,Colombia,2022-01-07 04:22:09,4.461,-75.6674,60083,1857,,,"Quindio, Colombia",11128.459874348033,3.0907244977780737
,,Risaralda,Colombia,2022-01-07 04:22:09,5.3158,-75.9928,91142,2278,,,"Risaralda, Colombia",9661.003115324236,2.4993965460490224
,,San Andres y Providencia,Colombia,2022-01-07 04:22:09,12.5567,-81.7185,8581,151,,,"San Andres y Providencia, Colombia",14002.937336814619,1.7597016664724392
,,Santander,Colombia,2022-01-07 04:22:09,6.6437,-73.6536,237361,7549,,,"Santander, Colombia",10864.014111807885,3.1803876795261226
,,Sucre,Colombia,2022-01-07 04:22:09,8.814,-74.7233,60054,1628,,,"Sucre, Colombia",6636.80579270011,2.710893529157092
,,Tolima,Colombia,2022-01-07 04:22:09,4.0925,-75.1545,109372,3694,,,"Tolima, Colombia",8222.302578509638,3.3774640675858536
,,Unknown,Colombia,2022-01-07 04:22:09,,,0,296,,,"Unknown, Colombia",,
,,Valle del Cauca,Colombia,2022-01-07 04:22:09,3.8009,-76.6413,454137,13395,,,"Valle del Cauca, Colombia",10146.303994337657,2.9495504660487915
,,Vaupes,Colombia,2022-01-07 04:22:09,0.8554,-70.812,1797,17,,,"Vaupes, Colombia",4404.735642326642,0.9460211463550362
,,Vichada,Colombia,2022-01-07 04:22:09,4.4234,-69.2878,3059,57,,,"Vichada, Colombia",2837.4517661027007,1.8633540372670807
,,,Comoros,2022-01-07 04:22:09,-11.6455,43.3333,7405,159,,,Comoros,851.5458345551665,2.147197839297772
,,,Congo (Brazzaville),2022-01-07 04:22:09,-0.228,15.8277,21277,369,,,Congo (Brazzaville),385.5861772511223,1.7342670489260703
,,,Congo (Kinshasa),2022-01-07 04:22:09,-4.0383,21.7587,80175,1225,,,Congo (Kinshasa),89.51958814759091,1.5279077019020892
,,,Costa Rica,2022-01-07 04:22:09,9.7489,-83.7534,581394,7370,,,Costa Rica,11413.054360385337,1.267642940931623
,,,Cote d'Ivoire,2022-01-07 04:22:09,7.54,-5.5471,75715,730,,,Cote d'Ivoire,287.03544867888445,0.9641418477184177
,,,Croatia,2022-01-07 04:22:09,45.1,15.2,745544,12764,,,Croatia,18160.665759214742,1.7120384578240855
,,,Cuba,2022-01-07 04:22:09,21.521757,-77.78116700000002,970567,8325,,,Cuba,8568.905311171491,0.8577460391709176
,,,Cyprus,2022-01-07 04:22:09,35.1264,33.4299,192157,650,,,Cyprus,15915.4552780817,0.33826506450454574
,,,Czechia,2022-01-07 04:22:09,49.8175,15.472999999999999,2510796,36449,,,Czechia,23445.701935067216,1.4516910175099849
,,Faroe Islands,Denmark,2022-01-07 04:22:09,61.8926,-6.9118,6855,15,,,"Faroe Islands, Denmark",14028.44571779392,0.2188183807439825
,,Greenland,Denmark,2022-01-07 04:22:09,71.7069,-42.6043,3404,1,,,"Greenland, Denmark",5995.913478475305,0.02937720329024677
,,,Denmark,2022-01-07 04:22:09,56.2639,9.5018,919388,3333,,,Denmark,15872.855284940808,0.36252376580942974
,,,Diamond Princess,2022-01-07 04:22:09,,,712,13,,,Diamond Princess,,1.8258426966292134
,,,Djibouti,2022-01-07 04:22:09,11.8251,42.5903,13948,189,,,Djibouti,1411.7380329189614,1.3550329796386578
,,,Dominica,2022-01-07 04:22:09,15.415,-61.371,7137,47,,,Dominica,9913.739217402177,0.6585400028022979
,,,Dominican Republic,2022-01-07 04:22:09,18.7357,-70.1627,439017,4252,,,Dominican Republic,4047.021433818,0.9685274146559245
,,,Ecuador,2022-01-07 04:22:09,-1.8312,-78.1834,559950,33699,,,Ecuador,3173.7691760953026,6.018215912135012
,,,Egypt,2022-01-07 04:22:09,26.820553000000004,30.802497999999996,390294,21882,,,Egypt,381.39080168377,5.606542760073175
,,,El Salvador,2022-01-07 04:22:09,13.7942,-88.8965,122063,3826,,,El Salvador,1881.887409902961,3.134446965911046
,,,Equatorial Guinea,2022-01-07 04:22:09,1.6508,10.2679,13876,175,,,Equatorial Guinea,989.034095161388,1.2611703660997406
,,,Eritrea,2022-01-07 04:22:09,15.1794,39.7823,8211,79,,,Eritrea,231.52880349715358,0.9621239800267933
,,,Estonia,2022-01-07 04:22:09,58.5953,25.0136,247863,1945,,,Estonia,18684.93877677173,0.7847076812594054
,,,Eswatini,2022-01-07 04:22:09,-26.5225,31.4659,67021,1326,,,Eswatini,5776.855685920266,1.9784843556497218
